"Number of Data Points",Minimum,Maximum,Range,Mean,"Standard Deviation","Pop. Variance","1 STD AWAY / 68%","2 STD's AWAY / 95.5%"
322,$0.00,$1000.00,$1000.00,$267.13,$164.08,26922.3%,"$103.05 to $431.21","$-61.03 to $595.29"
