"Number of Data Points",Minimum,Maximum,Range,Mean,"Standard Deviation","Pop. Variance","1 STD AWAY / 68%","2 STD's AWAY / 95.5%"
322,$16.40,$1005.54,$989.14,$326.98,$178.48,31855.37%,"$148.5 to $505.46","$-29.98 to $683.94"
